rate,F1_micro,F1_macro
0.1,0.8307155322862129,0.8305706625499447
0.2,0.8324607329842931,0.8322254145375498
0.3,0.8264771877337322,0.8261252803065615
0.4,0.8272251308900523,0.8273922959898552
0.5,0.8272251308900523,0.8272059468376184
0.6,0.8363874345549738,0.8365138542590467
0.7,0.8411867364746946,0.8414139808776432
0.8,0.837696335078534,0.8377840167516896
0.9,0.8534031413612565,0.8549229038561384
