rate,F1_micro,F1_macro
0.1,0.3515324949167859,0.324402988957032
0.2,0.34320310282849303,0.3034189291698796
0.3,0.34007456784544116,0.29364186913527207
0.4,0.33382929798458,0.2836463543530268
0.5,0.3243694671788876,0.2727509588597285
0.6,0.3198653198653199,0.2657195112727746
0.7,0.32331253545093586,0.26993490731235376
0.8,0.3190761334473909,0.2637744418543813
0.9,0.3219178082191781,0.2726944795865165
