rate,F1_micro,F1_macro
0.1,0.35554067626380986,0.3151068953134708
0.2,0.351482693642765,0.31190114014841136
0.3,0.3610049785805256,0.31805046923123864
0.4,0.35471078900587993,0.31235303494832645
0.5,0.3401769320647638,0.29699082918753766
0.6,0.3503863019419503,0.3072796551213318
0.7,0.35280898876404493,0.3083161802024944
0.8,0.3551244200759173,0.30413495583983774
0.9,0.3444816053511706,0.30192972888944614
