rate,F1_micro,F1_macro
0.1,0.31089466656193543,0.293477381868707
0.2,0.2909958258795468,0.26588361447920356
0.3,0.29434767152506214,0.25531291368340703
0.4,0.2821423497655917,0.24192519379264105
0.5,0.27906976744186046,0.23394341574732036
0.6,0.2839020122484689,0.238775213267294
0.7,0.28312901342673674,0.23218636402349002
0.8,0.2742653606411398,0.22587873514559392
0.9,0.2699822380106572,0.2288216655748377
