rate,F1_micro,F1_macro
0.1,0.4177777777777778,0.32839201703716103
0.2,0.434,0.3803673101267864
0.3,0.4354285714285714,0.3839307633612261
0.4,0.4666666666666667,0.4148195306924943
0.5,0.4768,0.42392783899638137
0.6,0.498,0.4494908061534133
0.7,0.4867021276595745,0.4397961300985891
0.8,0.488,0.44626418422962144
0.9,0.52,0.48048728288153414
