rate,F1_micro,F1_macro
0.1,0.3477210987020827,0.32191692461411214
0.2,0.33516068052930054,0.3037597336275069
0.3,0.3350311262026032,0.2985590342606361
0.4,0.3270181219110379,0.2832157967889847
0.5,0.3195564516129032,0.27340847712180133
0.6,0.321337849280271,0.2720051966429528
0.7,0.3222094361334868,0.27329457521128175
0.8,0.3117672600955276,0.26098368413222756
0.9,0.29965156794425085,0.2572096493730094
